classifier,project,run,precision,recall,f1
Logistic Regression,tensorflow,24,0.6160714285714286,0.7666666666666667,0.6831683168316832
Logistic Regression,tensorflow,25,0.5575221238938053,0.7974683544303798,0.65625
Logistic Regression,tensorflow,26,0.594059405940594,0.6976744186046512,0.6417112299465241
Logistic Regression,tensorflow,27,0.576271186440678,0.8717948717948718,0.6938775510204082
Logistic Regression,tensorflow,28,0.6545454545454545,0.8089887640449438,0.7236180904522613
Logistic Regression,tensorflow,29,0.5486725663716814,0.8266666666666667,0.6595744680851063
Logistic Regression,tensorflow,30,0.5760869565217391,0.6973684210526315,0.6309523809523809
Logistic Regression,pytorch,1,0.5555555555555556,0.6896551724137931,0.6153846153846154
Logistic Regression,pytorch,2,0.53125,0.5,0.5151515151515151
Logistic Regression,pytorch,3,0.4230769230769231,0.4230769230769231,0.4230769230769231
Logistic Regression,pytorch,4,0.5,0.52,0.5098039215686274
Logistic Regression,pytorch,5,0.5135135135135135,0.6333333333333333,0.5671641791044776
Logistic Regression,pytorch,6,0.38235294117647056,0.5909090909090909,0.4642857142857143
Logistic Regression,pytorch,7,0.5416666666666666,0.48148148148148145,0.5098039215686274
Logistic Regression,pytorch,8,0.5172413793103449,0.625,0.5660377358490566
Logistic Regression,pytorch,9,0.5555555555555556,0.625,0.5882352941176471
Logistic Regression,pytorch,10,0.625,0.5405405405405406,0.5797101449275363
Logistic Regression,pytorch,11,0.5454545454545454,0.6923076923076923,0.6101694915254238
Logistic Regression,pytorch,12,0.5588235294117647,0.7307692307692307,0.6333333333333333
Logistic Regression,pytorch,13,0.6,0.5454545454545454,0.5714285714285714
Logistic Regression,pytorch,14,0.5714285714285714,0.6896551724137931,0.625
Logistic Regression,pytorch,15,0.5151515151515151,0.5862068965517241,0.5483870967741935
Logistic Regression,pytorch,16,0.5,0.5416666666666666,0.52
Logistic Regression,pytorch,17,0.4166666666666667,0.5172413793103449,0.46153846153846156
Logistic Regression,pytorch,18,0.43333333333333335,0.6190476190476191,0.5098039215686274
Logistic Regression,pytorch,19,0.53125,0.53125,0.53125
Logistic Regression,pytorch,20,0.4473684210526316,0.6071428571428571,0.5151515151515151
Logistic Regression,pytorch,21,0.5526315789473685,0.6176470588235294,0.5833333333333334
Logistic Regression,pytorch,22,0.5384615384615384,0.4827586206896552,0.509090909090909
Logistic Regression,pytorch,23,0.47368421052631576,0.6666666666666666,0.5538461538461539
Logistic Regression,pytorch,24,0.4117647058823529,0.5384615384615384,0.4666666666666667
Logistic Regression,pytorch,25,0.42424242424242425,0.5384615384615384,0.4745762711864407
Logistic Regression,pytorch,26,0.5769230769230769,0.5769230769230769,0.5769230769230769
Logistic Regression,pytorch,27,0.5,0.4,0.4444444444444444
Logistic Regression,pytorch,28,0.4722222222222222,0.7391304347826086,0.576271186440678
Logistic Regression,pytorch,29,0.6774193548387096,0.6,0.6363636363636364
Logistic Regression,pytorch,30,0.3888888888888889,0.4666666666666667,0.42424242424242425
Logistic Regression,keras,1,0.6744186046511628,0.7435897435897436,0.7073170731707317
Logistic Regression,keras,2,0.6829268292682927,0.6666666666666666,0.6746987951807228
Logistic Regression,keras,3,0.6333333333333333,0.48717948717948717,0.5507246376811594
Logistic Regression,keras,4,0.6,0.5625,0.5806451612903226
Logistic Regression,keras,5,0.7441860465116279,0.8,0.7710843373493976
Logistic Regression,keras,6,0.6486486486486487,0.7058823529411765,0.676056338028169
Logistic Regression,keras,7,0.6222222222222222,0.6666666666666666,0.6436781609195402
Logistic Regression,keras,8,0.5641025641025641,0.6666666666666666,0.6111111111111112
Logistic Regression,keras,9,0.65,0.65,0.65
Logistic Regression,keras,10,0.6904761904761905,0.6041666666666666,0.6444444444444445
Logistic Regression,keras,11,0.6341463414634146,0.7027027027027027,0.6666666666666666
Logistic Regression,keras,12,0.5714285714285714,0.7058823529411765,0.631578947368421
Logistic Regression,keras,13,0.6153846153846154,0.6153846153846154,0.6153846153846154
Logistic Regression,keras,14,0.6078431372549019,0.8157894736842105,0.6966292134831461
Logistic Regression,keras,15,0.6829268292682927,0.5833333333333334,0.6292134831460674
Logistic Regression,keras,16,0.6486486486486487,0.6666666666666666,0.6575342465753424
Logistic Regression,keras,17,0.5833333333333334,0.8235294117647058,0.6829268292682927
Logistic Regression,keras,18,0.6285714285714286,0.5641025641025641,0.5945945945945946
Logistic Regression,keras,19,0.68,0.7555555555555555,0.7157894736842105
Logistic Regression,keras,20,0.6944444444444444,0.5813953488372093,0.6329113924050633
Logistic Regression,keras,21,0.6428571428571429,0.6,0.6206896551724138
Logistic Regression,keras,22,0.5909090909090909,0.6842105263157895,0.6341463414634146
Logistic Regression,keras,23,0.6285714285714286,0.5641025641025641,0.5945945945945946
Logistic Regression,keras,24,0.6511627906976745,0.7777777777777778,0.7088607594936709
Logistic Regression,keras,25,0.7878787878787878,0.6341463414634146,0.7027027027027027
Logistic Regression,keras,26,0.5714285714285714,0.6486486486486487,0.6075949367088608
Logistic Regression,keras,27,0.6842105263157895,0.6046511627906976,0.6419753086419753
Logistic Regression,keras,28,0.631578947368421,0.5581395348837209,0.5925925925925926
Logistic Regression,keras,29,0.6666666666666666,0.6808510638297872,0.6736842105263158
Logistic Regression,keras,30,0.717948717948718,0.6666666666666666,0.691358024691358
Logistic Regression,incubator-mxnet,1,0.6875,0.5238095238095238,0.5945945945945946
Logistic Regression,incubator-mxnet,2,0.5,0.5625,0.5294117647058824
Logistic Regression,incubator-mxnet,3,0.5294117647058824,0.5294117647058824,0.5294117647058824
Logistic Regression,incubator-mxnet,4,0.6153846153846154,0.5,0.5517241379310345
Logistic Regression,incubator-mxnet,5,0.8461538461538461,0.6875,0.7586206896551724
Logistic Regression,incubator-mxnet,6,0.5625,0.5294117647058824,0.5454545454545454
Logistic Regression,incubator-mxnet,7,0.5555555555555556,0.5555555555555556,0.5555555555555556
Logistic Regression,incubator-mxnet,8,0.6,0.5454545454545454,0.5714285714285714
Logistic Regression,incubator-mxnet,9,0.47058823529411764,0.4,0.43243243243243246
Logistic Regression,incubator-mxnet,10,0.5416666666666666,0.6190476190476191,0.5777777777777777
Logistic Regression,incubator-mxnet,11,0.6923076923076923,0.6923076923076923,0.6923076923076923
Logistic Regression,incubator-mxnet,12,0.7222222222222222,0.6842105263157895,0.7027027027027027
Logistic Regression,incubator-mxnet,13,0.5833333333333334,0.6666666666666666,0.6222222222222222
Logistic Regression,incubator-mxnet,14,0.625,0.5882352941176471,0.6060606060606061
Logistic Regression,incubator-mxnet,15,0.5,0.7222222222222222,0.5909090909090909
Logistic Regression,incubator-mxnet,16,0.6842105263157895,0.6190476190476191,0.65
Logistic Regression,incubator-mxnet,17,0.7142857142857143,0.5882352941176471,0.6451612903225806
Logistic Regression,incubator-mxnet,18,0.7058823529411765,0.631578947368421,0.6666666666666666
Logistic Regression,incubator-mxnet,19,0.8666666666666667,0.5,0.6341463414634146
Logistic Regression,incubator-mxnet,20,0.6111111111111112,0.4782608695652174,0.5365853658536586
Logistic Regression,incubator-mxnet,21,0.7142857142857143,0.7142857142857143,0.7142857142857143
Logistic Regression,incubator-mxnet,22,0.6190476190476191,0.5652173913043478,0.5909090909090909
Logistic Regression,incubator-mxnet,23,0.7647058823529411,0.8125,0.7878787878787878
Logistic Regression,incubator-mxnet,24,0.4,0.42857142857142855,0.41379310344827586
Logistic Regression,incubator-mxnet,25,0.7857142857142857,0.5,0.6111111111111112
Logistic Regression,incubator-mxnet,26,0.5555555555555556,0.7142857142857143,0.625
Logistic Regression,incubator-mxnet,27,0.6923076923076923,0.5,0.5806451612903226
Logistic Regression,incubator-mxnet,28,0.6923076923076923,0.5294117647058824,0.6
Logistic Regression,incubator-mxnet,29,0.7272727272727273,0.6153846153846154,0.6666666666666666
Logistic Regression,incubator-mxnet,30,0.6111111111111112,0.4230769230769231,0.5
Logistic Regression,caffe,1,0.5714285714285714,0.5,0.5333333333333333
Logistic Regression,caffe,2,0.6666666666666666,0.2222222222222222,0.3333333333333333
Logistic Regression,caffe,3,0.5,0.06666666666666667,0.11764705882352941
Logistic Regression,caffe,4,0.6666666666666666,0.36363636363636365,0.47058823529411764
Logistic Regression,caffe,5,0.6666666666666666,0.2222222222222222,0.3333333333333333
Logistic Regression,caffe,6,0.4,0.3333333333333333,0.36363636363636365
Logistic Regression,caffe,7,0.5,0.18181818181818182,0.26666666666666666
Logistic Regression,caffe,8,0.16666666666666666,0.2,0.18181818181818182
Logistic Regression,caffe,9,1.0,0.45454545454545453,0.625
Logistic Regression,caffe,10,0.3333333333333333,0.1,0.15384615384615385
Logistic Regression,caffe,11,1.0,0.2222222222222222,0.36363636363636365
Logistic Regression,caffe,12,1.0,0.125,0.2222222222222222
Logistic Regression,caffe,13,0.4,0.16666666666666666,0.23529411764705882
Logistic Regression,caffe,14,0.6,0.42857142857142855,0.5
Logistic Regression,caffe,15,0.8,0.2857142857142857,0.42105263157894735
Logistic Regression,caffe,16,0.2,0.3333333333333333,0.25
Logistic Regression,caffe,17,0.0,0.0,0.0
Logistic Regression,caffe,18,1.0,0.14285714285714285,0.25
Logistic Regression,caffe,19,0.4,0.16666666666666666,0.23529411764705882
Logistic Regression,caffe,20,0.6666666666666666,0.3333333333333333,0.4444444444444444
Logistic Regression,caffe,21,0.6,0.3333333333333333,0.42857142857142855
Logistic Regression,caffe,22,0.6,0.3333333333333333,0.42857142857142855
Logistic Regression,caffe,23,0.5,0.2857142857142857,0.36363636363636365
Logistic Regression,caffe,24,0.4,0.6666666666666666,0.5
Logistic Regression,caffe,25,0.6666666666666666,0.4,0.5
Logistic Regression,caffe,26,0.42857142857142855,0.23076923076923078,0.3
Logistic Regression,caffe,27,0.75,0.3,0.42857142857142855
Logistic Regression,caffe,28,0.5714285714285714,0.5,0.5333333333333333
Logistic Regression,caffe,29,0.36363636363636365,0.6666666666666666,0.47058823529411764
Logistic Regression,caffe,30,0.6,0.5,0.5454545454545454
XGBoost,tensorflow,1,0.6891891891891891,0.6623376623376623,0.6754966887417219
XGBoost,tensorflow,2,0.704225352112676,0.6172839506172839,0.6578947368421053
XGBoost,tensorflow,3,0.7424242424242424,0.6282051282051282,0.6805555555555556
XGBoost,tensorflow,4,0.8108108108108109,0.6185567010309279,0.7017543859649122
XGBoost,tensorflow,5,0.7349397590361446,0.7011494252873564,0.7176470588235294
XGBoost,tensorflow,6,0.72,0.6835443037974683,0.7012987012987013
XGBoost,tensorflow,7,0.6949152542372882,0.4823529411764706,0.5694444444444444
XGBoost,tensorflow,8,0.821917808219178,0.6741573033707865,0.7407407407407407
XGBoost,tensorflow,9,0.7123287671232876,0.5909090909090909,0.6459627329192547
XGBoost,tensorflow,10,0.7352941176470589,0.5952380952380952,0.6578947368421053
XGBoost,tensorflow,11,0.71875,0.5411764705882353,0.6174496644295302
XGBoost,tensorflow,12,0.696969696969697,0.5609756097560976,0.6216216216216216
XGBoost,tensorflow,13,0.6883116883116883,0.6973684210526315,0.6928104575163399
XGBoost,tensorflow,14,0.76,0.6627906976744186,0.7080745341614907
XGBoost,tensorflow,15,0.6578947368421053,0.6944444444444444,0.6756756756756757
XGBoost,tensorflow,16,0.7108433734939759,0.686046511627907,0.6982248520710059
XGBoost,tensorflow,17,0.7083333333333334,0.6710526315789473,0.6891891891891891
XGBoost,tensorflow,18,0.686046511627907,0.6276595744680851,0.6555555555555556
XGBoost,tensorflow,19,0.7536231884057971,0.6341463414634146,0.6887417218543046
XGBoost,tensorflow,20,0.7088607594936709,0.7567567567567568,0.7320261437908496
XGBoost,tensorflow,21,0.7027027027027027,0.6582278481012658,0.6797385620915033
XGBoost,tensorflow,22,0.703125,0.5555555555555556,0.6206896551724138
XGBoost,tensorflow,23,0.7261904761904762,0.6354166666666666,0.6777777777777778
XGBoost,tensorflow,24,0.717948717948718,0.6222222222222222,0.6666666666666666
XGBoost,tensorflow,25,0.7105263157894737,0.6835443037974683,0.6967741935483871
XGBoost,tensorflow,26,0.7014925373134329,0.5465116279069767,0.6143790849673203
XGBoost,tensorflow,27,0.7051282051282052,0.7051282051282052,0.7051282051282052
XGBoost,tensorflow,28,0.7761194029850746,0.5842696629213483,0.6666666666666666
XGBoost,tensorflow,29,0.6351351351351351,0.6266666666666667,0.6308724832214765
XGBoost,tensorflow,30,0.7962962962962963,0.5657894736842105,0.6615384615384615
XGBoost,pytorch,1,0.6956521739130435,0.5517241379310345,0.6153846153846154
XGBoost,pytorch,2,0.6470588235294118,0.3235294117647059,0.43137254901960786
XGBoost,pytorch,3,0.6,0.34615384615384615,0.43902439024390244
XGBoost,pytorch,4,0.5909090909090909,0.52,0.5531914893617021
XGBoost,pytorch,5,0.5384615384615384,0.4666666666666667,0.5
XGBoost,pytorch,6,0.42105263157894735,0.36363636363636365,0.3902439024390244
XGBoost,pytorch,7,0.6428571428571429,0.3333333333333333,0.43902439024390244
XGBoost,pytorch,8,0.631578947368421,0.5,0.5581395348837209
XGBoost,pytorch,9,0.47058823529411764,0.25,0.32653061224489793
XGBoost,pytorch,10,0.6666666666666666,0.32432432432432434,0.43636363636363634
XGBoost,pytorch,11,0.6842105263157895,0.5,0.5777777777777777
XGBoost,pytorch,12,0.5882352941176471,0.38461538461538464,0.46511627906976744
XGBoost,pytorch,13,0.6923076923076923,0.2727272727272727,0.391304347826087
XGBoost,pytorch,14,0.65,0.4482758620689655,0.5306122448979592
XGBoost,pytorch,15,0.6428571428571429,0.3103448275862069,0.4186046511627907
XGBoost,pytorch,16,0.5,0.3333333333333333,0.4
XGBoost,pytorch,17,0.3333333333333333,0.20689655172413793,0.2553191489361702
XGBoost,pytorch,18,0.47368421052631576,0.42857142857142855,0.45
XGBoost,pytorch,19,0.5454545454545454,0.375,0.4444444444444444
XGBoost,pytorch,20,0.56,0.5,0.5283018867924528
XGBoost,pytorch,21,0.5454545454545454,0.35294117647058826,0.42857142857142855
XGBoost,pytorch,22,0.6153846153846154,0.27586206896551724,0.38095238095238093
XGBoost,pytorch,23,0.36363636363636365,0.2962962962962963,0.32653061224489793
XGBoost,pytorch,24,0.5333333333333333,0.3076923076923077,0.3902439024390244
XGBoost,pytorch,25,0.4444444444444444,0.3076923076923077,0.36363636363636365
XGBoost,pytorch,26,0.625,0.38461538461538464,0.47619047619047616
XGBoost,pytorch,27,0.6363636363636364,0.23333333333333334,0.34146341463414637
XGBoost,pytorch,28,0.5238095238095238,0.4782608695652174,0.5
XGBoost,pytorch,29,0.7333333333333333,0.3142857142857143,0.44
XGBoost,pytorch,30,0.5,0.3,0.375
XGBoost,keras,1,0.5813953488372093,0.6410256410256411,0.6097560975609756
XGBoost,keras,2,0.6,0.5,0.5454545454545454
XGBoost,keras,3,0.7,0.5384615384615384,0.6086956521739131
XGBoost,keras,4,0.6842105263157895,0.5416666666666666,0.6046511627906976
XGBoost,keras,5,0.696969696969697,0.575,0.6301369863013698
XGBoost,keras,6,0.5945945945945946,0.6470588235294118,0.6197183098591549
XGBoost,keras,7,0.6046511627906976,0.6190476190476191,0.611764705882353
XGBoost,keras,8,0.5151515151515151,0.5151515151515151,0.5151515151515151
XGBoost,keras,9,0.6666666666666666,0.65,0.6582278481012658
XGBoost,keras,10,0.5757575757575758,0.3958333333333333,0.4691358024691358
XGBoost,keras,11,0.631578947368421,0.6486486486486487,0.64
XGBoost,keras,12,0.5476190476190477,0.6764705882352942,0.6052631578947368
XGBoost,keras,13,0.6764705882352942,0.5897435897435898,0.6301369863013698
XGBoost,keras,14,0.5853658536585366,0.631578947368421,0.6075949367088608
XGBoost,keras,15,0.6206896551724138,0.375,0.4675324675324675
XGBoost,keras,16,0.7,0.5833333333333334,0.6363636363636364
XGBoost,keras,17,0.6285714285714286,0.6470588235294118,0.6376811594202898
XGBoost,keras,18,0.6666666666666666,0.6153846153846154,0.64
XGBoost,keras,19,0.6818181818181818,0.6666666666666666,0.6741573033707865
XGBoost,keras,20,0.5365853658536586,0.5116279069767442,0.5238095238095238
XGBoost,keras,21,0.7878787878787878,0.5777777777777777,0.6666666666666666
XGBoost,keras,22,0.6756756756756757,0.6578947368421053,0.6666666666666666
XGBoost,keras,23,0.6341463414634146,0.6666666666666666,0.65
XGBoost,keras,24,0.6216216216216216,0.6388888888888888,0.6301369863013698
XGBoost,keras,25,0.6875,0.5365853658536586,0.6027397260273972
XGBoost,keras,26,0.6896551724137931,0.5405405405405406,0.6060606060606061
XGBoost,keras,27,0.6410256410256411,0.5813953488372093,0.6097560975609756
XGBoost,keras,28,0.75,0.627906976744186,0.6835443037974683
XGBoost,keras,29,0.625,0.5319148936170213,0.5747126436781609
XGBoost,keras,30,0.7096774193548387,0.5238095238095238,0.6027397260273972
XGBoost,incubator-mxnet,1,0.6470588235294118,0.5238095238095238,0.5789473684210527
XGBoost,incubator-mxnet,2,0.42857142857142855,0.5625,0.4864864864864865
XGBoost,incubator-mxnet,3,0.5,0.4117647058823529,0.45161290322580644
XGBoost,incubator-mxnet,4,0.375,0.1875,0.25
XGBoost,incubator-mxnet,5,0.6153846153846154,0.5,0.5517241379310345
XGBoost,incubator-mxnet,6,0.6363636363636364,0.4117647058823529,0.5
XGBoost,incubator-mxnet,7,0.5,0.2777777777777778,0.35714285714285715
XGBoost,incubator-mxnet,8,0.4444444444444444,0.36363636363636365,0.4
XGBoost,incubator-mxnet,9,0.35714285714285715,0.25,0.29411764705882354
XGBoost,incubator-mxnet,10,0.65,0.6190476190476191,0.6341463414634146
XGBoost,incubator-mxnet,11,0.6,0.46153846153846156,0.5217391304347826
XGBoost,incubator-mxnet,12,0.14285714285714285,0.05263157894736842,0.07692307692307693
XGBoost,incubator-mxnet,13,0.5714285714285714,0.5714285714285714,0.5714285714285714
XGBoost,incubator-mxnet,14,0.5833333333333334,0.4117647058823529,0.4827586206896552
XGBoost,incubator-mxnet,15,0.6153846153846154,0.4444444444444444,0.5161290322580645
XGBoost,incubator-mxnet,16,0.7222222222222222,0.6190476190476191,0.6666666666666666
XGBoost,incubator-mxnet,17,0.4,0.23529411764705882,0.2962962962962963
XGBoost,incubator-mxnet,18,0.6363636363636364,0.3684210526315789,0.4666666666666667
XGBoost,incubator-mxnet,19,0.8181818181818182,0.34615384615384615,0.4864864864864865
XGBoost,incubator-mxnet,20,0.5833333333333334,0.30434782608695654,0.4
XGBoost,incubator-mxnet,21,0.6875,0.5238095238095238,0.5945945945945946
XGBoost,incubator-mxnet,22,0.47368421052631576,0.391304347826087,0.42857142857142855
XGBoost,incubator-mxnet,23,0.5,0.4375,0.4666666666666667
XGBoost,incubator-mxnet,24,0.5714285714285714,0.5714285714285714,0.5714285714285714
XGBoost,incubator-mxnet,25,0.8,0.36363636363636365,0.5
XGBoost,incubator-mxnet,26,0.5294117647058824,0.6428571428571429,0.5806451612903226
XGBoost,incubator-mxnet,27,0.7692307692307693,0.5555555555555556,0.6451612903225806
XGBoost,incubator-mxnet,28,0.6153846153846154,0.47058823529411764,0.5333333333333333
XGBoost,incubator-mxnet,29,0.4444444444444444,0.15384615384615385,0.22857142857142856
XGBoost,incubator-mxnet,30,0.5,0.19230769230769232,0.2777777777777778
XGBoost,caffe,1,1.0,0.375,0.5454545454545454
XGBoost,caffe,2,0.5,0.1111111111111111,0.18181818181818182
XGBoost,caffe,3,0.6,0.2,0.3
XGBoost,caffe,4,0.42857142857142855,0.2727272727272727,0.3333333333333333
XGBoost,caffe,5,0.3333333333333333,0.3333333333333333,0.3333333333333333
XGBoost,caffe,6,0.25,0.3333333333333333,0.2857142857142857
XGBoost,caffe,7,0.5714285714285714,0.36363636363636365,0.4444444444444444
XGBoost,caffe,8,0.6,0.6,0.6
XGBoost,caffe,9,0.3333333333333333,0.18181818181818182,0.23529411764705882
XGBoost,caffe,10,0.5,0.1,0.16666666666666666
XGBoost,caffe,11,0.5,0.2222222222222222,0.3076923076923077
XGBoost,caffe,12,0.8,0.25,0.38095238095238093
XGBoost,caffe,13,0.5,0.08333333333333333,0.14285714285714285
XGBoost,caffe,14,0.25,0.14285714285714285,0.18181818181818182
XGBoost,caffe,15,0.6666666666666666,0.14285714285714285,0.23529411764705882
XGBoost,caffe,16,0.5,0.3333333333333333,0.4
XGBoost,caffe,17,0.5,0.06666666666666667,0.11764705882352941
XGBoost,caffe,18,0.5,0.5714285714285714,0.5333333333333333
XGBoost,caffe,19,0.6,0.25,0.35294117647058826
XGBoost,caffe,20,1.0,0.3333333333333333,0.5
XGBoost,caffe,21,0.6,0.3333333333333333,0.42857142857142855
XGBoost,caffe,22,0.5,0.3333333333333333,0.4
XGBoost,caffe,23,0.4,0.2857142857142857,0.3333333333333333
XGBoost,caffe,24,0.2,0.16666666666666666,0.18181818181818182
XGBoost,caffe,25,0.5,0.1,0.16666666666666666
XGBoost,caffe,26,0.5,0.23076923076923078,0.3157894736842105
XGBoost,caffe,27,0.75,0.3,0.42857142857142855
XGBoost,caffe,28,1.0,0.5,0.6666666666666666
XGBoost,caffe,29,0.42857142857142855,0.5,0.46153846153846156
XGBoost,caffe,30,0.25,0.16666666666666666,0.2
