classifier,project,run,precision,recall,f1
XGBoost,keras,18,0.6774193548387096,0.5384615384615384,0.6
XGBoost,keras,19,0.7272727272727273,0.5333333333333333,0.6153846153846154
XGBoost,keras,20,0.5294117647058824,0.4186046511627907,0.4675324675324675
XGBoost,keras,21,0.7407407407407407,0.4444444444444444,0.5555555555555556
XGBoost,keras,22,0.6666666666666666,0.5263157894736842,0.5882352941176471
XGBoost,keras,23,0.6451612903225806,0.5128205128205128,0.5714285714285714
XGBoost,keras,24,0.5806451612903226,0.5,0.5373134328358209
XGBoost,keras,25,0.6923076923076923,0.43902439024390244,0.5373134328358209
XGBoost,keras,26,0.7037037037037037,0.5135135135135135,0.59375
XGBoost,keras,27,0.6206896551724138,0.4186046511627907,0.5
XGBoost,keras,28,0.8275862068965517,0.5581395348837209,0.6666666666666666
XGBoost,keras,29,0.7058823529411765,0.5106382978723404,0.5925925925925926
XGBoost,keras,30,0.76,0.4523809523809524,0.5671641791044776
XGBoost,incubator-mxnet,1,0.5,0.23809523809523808,0.3225806451612903
XGBoost,incubator-mxnet,2,0.375,0.375,0.375
XGBoost,incubator-mxnet,3,0.5,0.35294117647058826,0.41379310344827586
XGBoost,incubator-mxnet,4,0.25,0.0625,0.1
XGBoost,incubator-mxnet,5,0.7142857142857143,0.3125,0.43478260869565216
XGBoost,incubator-mxnet,6,0.625,0.29411764705882354,0.4
XGBoost,incubator-mxnet,7,0.5454545454545454,0.3333333333333333,0.41379310344827586
XGBoost,incubator-mxnet,8,0.5,0.2727272727272727,0.35294117647058826
XGBoost,incubator-mxnet,9,0.3333333333333333,0.15,0.20689655172413793
XGBoost,incubator-mxnet,10,0.6,0.42857142857142855,0.5
XGBoost,incubator-mxnet,11,0.625,0.38461538461538464,0.47619047619047616
XGBoost,incubator-mxnet,12,0.14285714285714285,0.05263157894736842,0.07692307692307693
XGBoost,incubator-mxnet,13,0.5789473684210527,0.5238095238095238,0.55
XGBoost,incubator-mxnet,14,0.4444444444444444,0.23529411764705882,0.3076923076923077
XGBoost,incubator-mxnet,15,0.375,0.16666666666666666,0.23076923076923078
XGBoost,incubator-mxnet,16,0.75,0.42857142857142855,0.5454545454545454
XGBoost,incubator-mxnet,17,0.5,0.11764705882352941,0.19047619047619047
XGBoost,incubator-mxnet,18,0.5555555555555556,0.2631578947368421,0.35714285714285715
XGBoost,incubator-mxnet,19,1.0,0.23076923076923078,0.375
XGBoost,incubator-mxnet,20,0.75,0.2608695652173913,0.3870967741935484
XGBoost,incubator-mxnet,21,0.75,0.42857142857142855,0.5454545454545454
XGBoost,incubator-mxnet,22,0.45454545454545453,0.21739130434782608,0.29411764705882354
XGBoost,incubator-mxnet,23,0.5,0.3125,0.38461538461538464
XGBoost,incubator-mxnet,24,0.5454545454545454,0.42857142857142855,0.48
XGBoost,incubator-mxnet,25,0.8333333333333334,0.22727272727272727,0.35714285714285715
XGBoost,incubator-mxnet,26,0.5,0.5,0.5
XGBoost,incubator-mxnet,27,0.7777777777777778,0.3888888888888889,0.5185185185185185
XGBoost,incubator-mxnet,28,0.5833333333333334,0.4117647058823529,0.4827586206896552
XGBoost,incubator-mxnet,29,0.5,0.07692307692307693,0.13333333333333333
XGBoost,incubator-mxnet,30,0.625,0.19230769230769232,0.29411764705882354
XGBoost,caffe,1,1.0,0.125,0.2222222222222222
XGBoost,caffe,2,1.0,0.1111111111111111,0.2
XGBoost,caffe,3,0.5,0.06666666666666667,0.11764705882352941
XGBoost,caffe,4,0.5,0.18181818181818182,0.26666666666666666
XGBoost,caffe,5,0.5,0.2222222222222222,0.3076923076923077
XGBoost,caffe,6,0.3333333333333333,0.3333333333333333,0.3333333333333333
XGBoost,caffe,7,0.0,0.0,0.0
XGBoost,caffe,8,0.5,0.2,0.2857142857142857
XGBoost,caffe,9,0.25,0.09090909090909091,0.13333333333333333
XGBoost,caffe,10,0.0,0.0,0.0
XGBoost,caffe,11,0.5,0.2222222222222222,0.3076923076923077
XGBoost,caffe,12,1.0,0.125,0.2222222222222222
XGBoost,caffe,13,0.3333333333333333,0.08333333333333333,0.13333333333333333
XGBoost,caffe,14,0.3333333333333333,0.14285714285714285,0.2
XGBoost,caffe,15,1.0,0.07142857142857142,0.13333333333333333
XGBoost,caffe,16,0.6666666666666666,0.3333333333333333,0.4444444444444444
XGBoost,caffe,17,0.5,0.06666666666666667,0.11764705882352941
XGBoost,caffe,18,0.2857142857142857,0.2857142857142857,0.2857142857142857
XGBoost,caffe,19,0.6,0.25,0.35294117647058826
XGBoost,caffe,20,0.75,0.25,0.375
XGBoost,caffe,21,0.5,0.2222222222222222,0.3076923076923077
XGBoost,caffe,22,0.5,0.3333333333333333,0.4
XGBoost,caffe,23,0.0,0.0,0.0
XGBoost,caffe,24,0.0,0.0,0.0
XGBoost,caffe,25,0.0,0.0,0.0
XGBoost,caffe,26,1.0,0.07692307692307693,0.14285714285714285
XGBoost,caffe,27,0.6666666666666666,0.2,0.3076923076923077
XGBoost,caffe,28,0.6666666666666666,0.25,0.36363636363636365
XGBoost,caffe,29,1.0,0.3333333333333333,0.5
XGBoost,caffe,30,0.5,0.16666666666666666,0.25
